keyword,sw,positive_occurrences,negative_occurences
cashtag bleed,-0.9104912270549623,1,5
chops,-0.8629774896379377,1,3
taking off,0.8382042558620523,95,1
poppin,0.33096556093052126,13,1
! pop,-0.939783098793956,1,8
cashtag low,0.41935987889127735,50,3
warned you,-0.7876255271485413,7,13
since numbertag,0.3767109073922045,277,18
with tax,-0.5882530720071828,4,3
perfect time,1.0,26,0
good about,0.5605261238806303,25,1
breaks out,1.0,19,0
name and,-0.6668411526007956,3,3
mini,0.395246179217781,31,2
year is,1.0,20,0
down will,-0.665267278650777,4,4
his coins,-0.6055984356436548,24,20
amp toes,-1.0,0,3
current predictive,-1.0,0,3
you bitcoin,0.3568347420292679,28,2
takes profits,-0.8920975297143242,1,4
deserve what,-0.8629774896379377,1,3
doesn’t go,-0.8629774896379377,1,3
already in,1.0,23,0
fair value,-0.6066305961787865,11,9
retail is,-0.7569110345086869,2,3
exposure,0.5941836202563713,57,2
! hodl,0.7722164121677565,126,2
‘wolf of,-1.0,0,3
up asia,1.0,20,0
billion in,0.5054777494347722,21,1
🍻,1.0,28,0
will cover,-0.5508423516510951,6,4
test bottom,-0.8629774896379377,1,3
hoot,-0.7316397223754122,3,4
nicehash,-0.7741206492801359,3,5
to tear,-0.8629774896379377,1,3
those bears,1.0,27,0
permabulls,-1.0,0,12
see big,0.42889982464152954,34,2
numbertag strong,0.3599938307570252,14,1
cashtag :),0.43333092553289926,52,3
am big,-0.8629774896379377,1,3
overpriced,-0.8027458753023257,4,8
x for,0.38638169238870973,15,1
t end,-0.7741206492801359,3,5
btc just,0.4325969275284307,17,1
on run,0.5054777494347722,21,1
blow !,1.0,19,0
again so,0.33096556093052126,13,1
pennies within,-1.0,0,3
buy these,0.6304742720550841,32,1
commissions,-1.0,0,3
huge run,0.32803603217421423,26,2
bloodbath,-0.8032510561650118,11,23
cashtag die,-0.8346807051807111,4,10
ever heard,-0.5508423516510951,6,4
bag ?,-1.0,0,3
cashtag careful,-0.8202512400718031,4,9
to fall,-0.5880806649426269,28,22
cashtag vertcoin,0.5054777494347722,21,1
mgti cashtag,0.6337761328374476,66,2
coming it,-0.6053849026073074,5,4
spike up,0.38638169238870973,15,1
bitcoin they,0.548056428133535,24,1
fake and,-0.8062277664267054,2,4
stay above,0.5937978566725238,28,1
ath cashtag,0.4325969275284307,17,1
must come,-0.727630013083827,6,8
alt coin,0.3790650783154824,60,4
cashtag noobs,-0.5327521996266263,11,7
collapse,-0.7514019448188362,31,50
temptation,-0.8920975297143242,1,4
skyrocket,0.835463355411825,93,1
up let,1.0,22,0
x btc,1.0,19,0
numbertag plus,0.7525650114137299,55,1
skies,0.5722646622794828,26,1
consolidating for,1.0,20,0
crashing sell,-0.7569110345086869,2,3
dropping i,-0.7569110345086869,2,3
m negtag_going,0.38638169238870973,15,1
gravity,-0.626915619318665,8,7
deal,0.30306522305723455,227,18
chase,0.36738832793922527,163,11
doubled,0.6697374334830919,116,3
numbertag move,0.6737289119183307,38,1
bagholding,-0.7810246313013185,4,7
cashtag nicehash,-0.8629774896379377,1,3
they lost,-0.7165349290792797,4,5
early to,0.4325969275284307,17,1
year !,0.3272102466834356,79,6
overtake,1.0,21,0
sinking,-0.7408711386821301,11,16
and join,0.452962109831533,18,1
drys,-0.626915619318665,8,7
shoulder,-0.6239826518851707,30,27
this until,-0.6053849026073074,5,4
here soon,0.621999873317919,31,1
would any,-1.0,0,3
! check,0.725701262529404,48,1
ver,-0.7406615483018926,34,52
road to,0.4491253577678456,36,2
bounce but,-1.0,0,4
bounce !,0.4717857232851775,19,1
to green,0.5722646622794828,26,1
because its,-0.615589775930853,6,5
ha ha,-0.7107838905536839,18,23
! hold,0.6451506882247304,69,2
we told,-0.7741206492801359,3,5
jumped,0.5706451861766362,107,4
cashtag taking,0.34609606053740893,83,6
can stay,-0.6053849026073074,5,4
cashtag ruh,-0.8806511807163847,4,15
insane,0.3593410690291079,219,15
short to,-0.6602176829088464,9,9
dips under,-0.6668411526007956,3,3
asia waking,0.452962109831533,18,1
cashtag name,-0.665267278650777,4,4
it’s all,0.3568347420292679,28,2
god my,-0.6668411526007956,3,3
chart on,0.5937978566725238,28,1
yuge,0.4892415452180471,20,1
term bull,-0.7320068747573828,8,11
we short,-1.0,0,5
stacking,1.0,22,0
rocket,0.42439733955226633,354,20
noobs have,-1.0,0,3
took off,1.0,25,0
primary,-0.615589775930853,6,5
calls are,-1.0,0,4
? still,0.33096556093052126,13,1
been warning,-0.8629774896379377,1,3
bearseason,-1.0,0,7
these past,0.41048491072719356,16,1
hands and,0.3427868649176434,27,2
coins usertag,0.4717857232851775,19,1
wordpress com,1.0,27,0
be smart,-0.5794612900918708,16,12
numbertag keep,0.4892415452180471,20,1
way down,-0.7097557568447148,30,39
hodlrs,-0.6053849026073074,5,4
cashtag continues,-0.5731991599262914,11,8
stop toppy,-0.7845070184084003,5,9
whatsoever,-0.7165349290792797,4,5
fly to,1.0,26,0
stocks cashtag,0.5054777494347722,21,1
turn !,0.38638169238870973,15,1
like bit,-0.7569110345086869,2,3
is reality,-0.5508423516510951,6,4
either way,0.41935987889127735,50,3
cashtag 👍🏽,-1.0,0,4
back bitcoin,-0.7569110345086869,2,3
is limit,0.5937978566725238,28,1
euphoria,-0.6175077634720246,14,12
well if,-0.6053849026073074,5,4
roi,0.3599938307570252,14,1
can’t use,-1.0,0,3
clear downtrend,-0.8629774896379377,1,3
failure,-0.6822117066627913,10,11
you’re going,-0.6053849026073074,5,4
binance,0.5112732417679147,660,28
scammed,-0.7190914795260545,7,9
? been,0.38638169238870973,15,1
i dumped,-0.6628650039744796,6,6
wave rules,-1.0,0,3
fraud,-0.6957679935698309,58,73
more or,0.5605261238806303,25,1
objective,-0.6053849026073074,5,4
crew,0.3830205283628975,30,2
was able,1.0,22,0
in negtag_time,0.3967073151081952,79,5
fork or,-0.5882530720071828,4,3
is buy,1.0,62,0
and adding,1.0,20,0
bottom for,0.38638169238870973,15,1
over back,-0.5882530720071828,4,3
abc,-0.6588050013079936,11,11
today at,1.0,27,0
be if,-0.5508423516510951,6,4
will negtag_take,-0.7569110345086869,2,3
like last,0.4586545420650661,37,2
poor and,-0.7569110345086869,2,3
cashtag fat,-0.7741206492801359,3,5
buy silver,-0.8629774896379377,1,3
crypto trading,0.3427868649176434,27,2
it gonna,-0.5508423516510951,6,4
cashtag unstoppable,1.0,22,0
outflows,-1.0,0,4
demand for,0.4717857232851775,19,1
falls numbertag,-1.0,0,3
i meant,0.33096556093052126,13,1
of month,0.4465711733104764,54,3
countdown to,0.4717857232851775,19,1
dont sell,0.7340122950175694,50,1
miss train,1.0,25,0
tempted,0.42889982464152954,34,2
next move,0.5436535492198763,48,2
elevator,-0.626915619318665,8,7
to early,0.3599938307570252,14,1
pouring into,1.0,23,0
load up,0.7132157867079872,500,10
do ur,0.5605261238806303,25,1
has popped,-0.5882530720071828,4,3
way it,0.41048491072719356,16,1
wallstreet,-0.5419078443295161,47,32
pig,-0.8230727894111336,19,47
cashtag bittrex,0.4491253577678456,36,2
cashtag brutal,-0.8768432673247062,2,7
cap and,1.0,21,0
ouchh,-0.8920975297143242,1,4
being right,-0.6222679317559515,7,6
push to,0.5677450295099664,52,2
off cashtag,0.31701430107238504,51,4
🙏,0.4586545420650661,37,2
still making,0.33096556093052126,13,1
understand what,0.33096556093052126,13,1
run in,0.452962109831533,18,1
buying ?,0.4717857232851775,19,1
stop falling,-0.7569110345086869,2,3
short this,-0.6642139979457977,75,83
numbertag baby,0.7021812724445536,43,1
hotel,-0.5882530720071828,4,3
cashtag unreal,1.0,25,0
to occur,-0.7569110345086869,2,3
coin has,0.5937978566725238,28,1
chairs,-1.0,0,3
technologies,0.38638169238870973,15,1
which was,-0.5484319463767086,9,6
sharkalerts,1.0,22,0
drop could,-0.7569110345086869,2,3
like ponzi,-1.0,0,3
cat bounces,-1.0,0,3
profits if,-0.8920975297143242,1,4
demise,-0.5508423516510951,6,4
accepted everywhere,-0.6668411526007956,3,3
bitso,1.0,21,0
years ?,1.0,47,0
cashtag ask,0.32803603217421423,26,2
about ?,0.4325969275284307,17,1
big buys,1.0,52,0
we got,0.5151800603588463,112,5
scheme ?,-0.8920975297143242,1,4
cashtag cut,-0.665267278650777,4,4
bubble crash,-0.7569110345086869,2,3
led,-0.5508423516510951,6,4
very near,-0.5707693837642815,7,5
cashtag hilarious,-0.5508423516510951,6,4
ltc has,1.0,20,0
targets linktag,-0.9104912270549623,1,5
and bye,-1.0,0,3
value that,-0.7569110345086869,2,3
transferred,0.4933825402370701,41,2
to retire,1.0,22,0
and add,1.0,19,0
hills,-0.5707693837642815,7,5
cashtag solid,0.6673023320733663,37,1
numbertag second,-0.5882530720071828,4,3
targets bitcoin,-1.0,0,3
coinbase or,1.0,26,0
be broke,-0.6668411526007956,3,3
under radar,1.0,19,0
trap is,-1.0,0,4
ded,-0.8920975297143242,1,4
it’s bubble,-0.7386001386280788,5,7
herds,-0.7569110345086869,2,3
of white,-1.0,0,3
take your,-0.5613788280133899,56,41
sue,-0.6668411526007956,3,3
or cry,0.3599938307570252,14,1
some nice,0.3568347420292679,28,2
market can,-0.8629774896379377,1,3
cashtag partnership,0.4325969275284307,17,1
most fun,-0.5882530720071828,4,3
crow,-0.6668411526007956,3,3
! bears,0.452962109831533,18,1
go crazy,0.33096556093052126,13,1
love crypto,1.0,20,0
out weak,0.7021812724445536,43,1
clears,0.5347826218959549,23,1
much for,-0.5484319463767086,9,6
regulating,-0.5508423516510951,6,4
finite supply,-0.8380060981530074,2,5
billion just,-1.0,0,3
go again,0.3726554938322466,74,5
just happened,0.452962109831533,18,1
scam ever,-0.9104912270549623,1,5
be many,-0.5882530720071828,4,3
for dump,-0.7165349290792797,4,5
bulls this,-0.665267278650777,4,4
drop again,-0.5882530720071828,4,3
coins instead,-0.8629774896379377,1,3
will cause,-0.546575167789208,12,8
hitbtc,1.0,24,0
intrinsic,-0.9211144752212642,2,12
cashtag nope,-0.615589775930853,6,5
short trade,-0.9572766665297502,1,12
dotcom bubble,-0.5508423516510951,6,4
weather,0.4717857232851775,19,1
love this,0.6990498868424978,132,3
nocoiner,-0.7569110345086869,2,3
irrational longer,-0.8629774896379377,1,3
at linktag,-0.5484319463767086,9,6
and my,0.4710847957823278,58,3
clowns that,-0.7569110345086869,2,3
year because,-0.8062277664267054,2,4
that goes,-0.6053849026073074,5,4
was buying,0.41048491072719356,16,1
how high,0.4879401801369068,61,3
sleeping,0.47153735477865866,118,6
quot stupid,-0.7569110345086869,2,3
let bears,0.5054777494347722,21,1
buy hodl,0.6130870664470991,30,1
mc,0.5013090369084413,42,2
bubbles are,-0.8629774896379377,1,3
for liftoff,1.0,21,0
topic,0.38638169238870973,15,1
joins,0.5206215071792827,22,1
sec on,-1.0,0,3
asia wakes,0.36241288837318086,72,5
payments,0.46846534162145786,97,5
gets there,0.33096556093052126,13,1
wow wow,1.0,27,0
you they,-0.5707693837642815,7,5
money don,0.33096556093052126,13,1
feed few,-1.0,0,3
raging,1.0,20,0
with better,-0.7569110345086869,2,3
shall,0.5036398604140968,64,3
add numbertag,0.452962109831533,18,1
eye on,0.7490844270113381,54,1
and buying,0.3320474346232358,80,6
down sell,-0.9104912270549623,1,5
of capital,-0.6668411526007956,3,3
pumping this,-0.759464299539023,10,16
i go,0.3053484765304754,37,3
gym,0.41048491072719356,16,1
they close,-1.0,0,3
asia !,0.7213276301017313,47,1
when trading,-0.6668411526007956,3,3
crazy !,0.530448998427985,46,2
great buy,1.0,26,0
all longs,1.0,21,0
swing trade,0.5347826218959549,23,1
analysis amp,-1.0,0,7
unloading,-0.6889271048368247,8,9
load,0.5260819420676479,799,32
valuable lesson,-0.6668411526007956,3,3
cashtag flash,-0.5815373465259067,12,9
so happy,0.41935987889127735,50,3
correction linktag,-1.0,0,3
grandpa,0.41048491072719356,16,1
worshipping,-1.0,0,4
crashing down,-0.7165349290792797,4,5
dark web,-0.665267278650777,4,4
hodl buy,1.0,23,0
cashtag old,0.5347826218959549,23,1
load more,0.5937978566725238,28,1
can handle,0.3599938307570252,14,1
other alt,1.0,21,0
complete garbage,-1.0,0,3
numbertag earlier,0.5054777494347722,21,1
maybe we,0.5937978566725238,28,1
developing,0.4717857232851775,19,1
btfd !,0.5891855914749881,56,2
to highest,0.33096556093052126,13,1
debating,0.452962109831533,18,1
weaker,-0.8920975297143242,1,4
for exits,-0.8380060981530074,2,5
just me,0.41048491072719356,16,1
bearish quot,-0.5842211290173311,8,6
broken and,-0.5882530720071828,4,3
trade your,0.395246179217781,31,2
cashing out,-0.5749421912289943,28,21
moonshot,1.0,19,0
flying,0.708606403998036,138,3
peanuts,0.4325969275284307,17,1
many will,-0.6010662452836936,10,8
s crypto,0.38638169238870973,15,1
down faster,-1.0,0,3
out :(,-1.0,0,3
scam ponzi,-0.8629774896379377,1,3
with ltc,0.4325969275284307,17,1
badly,-0.686012319710453,15,17
another crash,-1.0,0,7
retest lows,-1.0,0,3
profit from,0.4717857232851775,19,1
c numbertag,0.7873696744862865,67,1
make bitcoin,0.41048491072719356,16,1
are out,0.3462474069059664,55,4
for cheap,0.6215599404113145,63,2
electro tulip,-1.0,0,3
west coast,0.5722646622794828,26,1
exploded,0.33096556093052126,13,1
fill my,-0.6668411526007956,3,3
crashing,-0.5562624004354323,139,104
of sellers,-0.7320068747573828,8,11
want some,1.0,27,0
bubbles,-0.5993006034115258,41,34
for exit,-0.5882530720071828,4,3
dumping,-0.6499840652001689,93,98
quot long,-0.8629774896379377,1,3
dipped to,0.38638169238870973,15,1
cashtag sad,-0.6545582890520514,19,19
bulls here,-0.8585038856267591,3,9
portion,0.38638169238870973,15,1
eat his,0.3599938307570252,14,1
sorry bulls,-0.9104912270549623,1,5
rockets,0.7072345518767748,44,1
space,0.5006673230979897,107,5
to hit,0.321609367112994,171,13
do these,-0.6668411526007956,3,3
moon cashtag,1.0,26,0
souls,-0.8042616563948105,3,6
control numbertag,-1.0,0,4
because there,-0.6618893811456463,7,7
anyone selling,0.4325969275284307,17,1
🇺🇸,-0.6347677704464085,11,10
cashtag rip,-0.5670971686884854,38,28
cashtag baghodlers,-1.0,0,7
still good,0.32803603217421423,26,2
tf h4,-0.8629774896379377,1,3
scam of,-0.8998702086067211,2,9
and climbing,1.0,33,0
shorting begins,-1.0,0,3
will end,-0.5915184055477903,24,19
to pumpers,-1.0,0,4
pay day,0.33096556093052126,13,1
was formed,-1.0,0,3
numbertag downside,-0.9104912270549623,1,5
at same,0.3568347420292679,28,2
my pants,0.33096556093052126,13,1
dimon called,-0.8062277664267054,2,4
ouch !,-0.8346807051807111,4,10
you panic,1.0,21,0
cashtag doubled,1.0,19,0
big numbertag,0.45913852352880774,56,3
just picked,1.0,48,0
scheme 🤔,-1.0,0,3
negtag_sure if,0.37023061797052936,29,2
! ltc,0.5054777494347722,21,1
grown,1.0,28,0
slaughter,-0.842087785386508,7,19
are cashtag,0.5347826218959549,23,1
inefficient,-0.6668411526007956,3,3
yo yo,-1.0,0,3
buying pressure,0.4717857232851775,19,1
dumpp,-1.0,0,6
lower lower,-1.0,0,3
downhill from,-1.0,0,3
are ready,0.548056428133535,24,1
add at,0.5054777494347722,21,1
partnered,0.5833362974794111,27,1
hit dead,-1.0,0,6
dapps,1.0,19,0
accepting,0.614115988692726,93,3
rolling over,-0.8920975297143242,1,4
tv,0.34631633443337717,69,5
hack,-0.6504813714926655,30,30
personally,0.32803603217421423,26,2
get hit,-0.6668411526007956,3,3
bought cashtag,0.33379995316867433,94,7
is best,0.6447848985196419,141,4
hold bag,-0.7316397223754122,3,4
usdt,-0.6933938163008592,7,8
cashtag tanking,-0.8280118328088293,5,12
averaging,0.6462344445572544,34,1
piece of,-0.5500095337815999,43,30
can reach,0.41048491072719356,16,1
asiawatch,-1.0,0,5
realistic,0.33595541896880493,40,3
and our,-0.7569110345086869,2,3
gutter,-0.8629774896379377,1,3
numbertag big,-0.5709470714888674,31,23
asset class,0.4717857232851775,19,1
amp lower,-1.0,0,3
worth it,0.6605913234921311,36,1
in bear,-0.8797711230766687,3,11
will use,0.452962109831533,18,1
cashtag delusion,-1.0,0,8
theft,-0.7741206492801359,3,5
all bears,0.7432555420003157,164,3
ada,0.6225434865234241,96,3
as fuck,1.0,20,0
ones who,0.32803603217421423,26,2
cashtag uh,-0.602052350166799,29,24
numbertag buy,0.48946451895450005,146,7
now over,0.33096556093052126,13,1
sold as,-0.7741206492801359,3,5
here know,-0.6668411526007956,3,3
i understand,-0.5508423516510951,6,4
! sell,-0.8045738386856982,10,21
prices fall,-0.8629774896379377,1,3
i shorted,-0.8629774896379377,1,3
where will,1.0,20,0
calvin,-1.0,0,3
rodger,-0.8629774896379377,1,3
cashtag on,0.35447499928803283,685,46
mover,0.5206215071792827,22,1
shook,1.0,42,0
day we,0.4717857232851775,19,1
resistance cashtag,0.452962109831533,18,1
miss this,0.7340122950175694,50,1
getting very,-0.5882530720071828,4,3
produced,-0.727630013083827,6,8
survived,0.5722646622794828,26,1
is pyramid,-1.0,0,3
crap out,-0.8920975297143242,1,4
bottomed,0.6969325290408308,42,1
got me,1.0,31,0
repost,0.41048491072719356,16,1
liking,0.41935987889127735,50,3
holding above,0.3599938307570252,14,1
friday morning,-0.665267278650777,4,4
mother of,0.3427868649176434,27,2
consistent,0.4325969275284307,17,1
negtag_coiners,0.38638169238870973,15,1
pigs,-0.7702677309811444,10,17
fear mongering,1.0,22,0
last chance,0.4291219627308119,122,7
bears come,0.7379643337145201,51,1
be stopped,0.5605261238806303,25,1
locked in,0.6737289119183307,38,1
time highs,0.7039144466332424,135,3
ethereum numbertag,1.0,26,0
eth cashtag,0.5054777494347722,21,1
cashtag correction,-0.614103144408136,30,26
bezos,0.4325969275284307,17,1
left on,-0.7569110345086869,2,3
people do,-0.615589775930853,6,5
numbertag negtag_numbertag,-0.9104912270549623,1,5
stupid enough,-0.6668411526007956,3,3
run now,0.33096556093052126,13,1
run !,0.5660650220931612,160,6
been in,0.39234580910910044,94,6
bearish since,-0.665267278650777,4,4
reversal cashtag,-0.5882530720071828,4,3
optimism,-0.6053849026073074,5,4
margin !,-0.5882530720071828,4,3
cashtag lightning,0.5054777494347722,21,1
this falling,-0.8062277664267054,2,4
plans,0.6304742720550841,32,1
transaction speed,-0.5508423516510951,6,4
all aboard,0.47190666604385223,78,4
hit cashtag,0.428547308570659,303,17
chilling,0.38638169238870973,15,1
negtag_sure why,0.4717857232851775,19,1
value bitcoin,-0.8062277664267054,2,4
nom,1.0,40,0
says true,-1.0,0,4
new people,1.0,28,0
crash for,-0.9232226479868434,1,6
bitcoin we,0.3830205283628975,30,2
destined,-0.7316397223754122,3,4
dilly,1.0,39,0
complaining,0.4678250592267774,38,2
top at,-0.7165349290792797,4,5
complain,0.5833362974794111,27,1
dips !,0.5619896680573588,51,2
ath !,1.0,33,0
cashtag ai,-0.8629774896379377,1,3
